model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,mileage_per_year,engine_category,fuel_efficiency,tax_category,price_segment
 Fiesta,2016,9770,Manual,18703,Petrol,0,65.7,1.0,10,1700.2727272727273,small,high,low,Economy
 Focus,2017,12091,Manual,25250,Diesel,0,74.3,1.5,9,2525.0,medium,high,low,Premium
 Fiesta,2013,7750,Manual,31933,Diesel,0,78.5,1.6,13,2280.9285714285716,medium,high,low,Budget
 Focus,2019,19160,Automatic,3418,Diesel,145,54.3,1.5,7,427.25,medium,medium,medium,Luxury
 Focus,2019,18791,Automatic,1704,Petrol,145,40.9,1.5,7,213.0,medium,medium,medium,Luxury
 Puma,2020,20890,Manual,2548,Petrol,150,50.4,1.0,6,364.0,small,medium,medium,Luxury
 Kuga,2016,15371,Automatic,13179,Petrol,240,38.2,1.5,10,1198.090909090909,medium,low,high,Luxury
 Fiesta,2016,8290,Manual,18500,Petrol,125,54.3,1.2,10,1681.8181818181818,small,medium,medium,Budget
 C-MAX,2013,6990,Manual,54178,Diesel,30,62.8,1.6,13,3869.8571428571427,medium,high,low,Budget
 Kuga,2018,17890,Semi-Auto,39821,Diesel,145,54.3,2.0,8,4424.555555555556,medium,medium,medium,Luxury
 Grand C-MAX,2016,11390,Automatic,27571,Diesel,30,58.9,1.5,10,2506.4545454545455,medium,medium,low,Premium
 Fiesta,2018,10890,Manual,22451,Petrol,145,56.5,1.0,8,2494.5555555555557,small,medium,medium,Economy
 Fiesta,2020,17990,Manual,494,Petrol,145,53.3,1.0,6,70.57142857142857,small,medium,medium,Luxury
 Puma,2020,21990,Manual,1255,Petrol,145,50.4,1.0,6,179.28571428571428,small,medium,medium,Luxury
 Kuga,2019,17998,Semi-Auto,11111,Diesel,145,37.2,2.0,7,1388.875,medium,low,medium,Luxury
 Fiesta,2018,10798,Manual,15051,Diesel,145,55.4,1.5,8,1672.3333333333333,medium,medium,medium,Economy
 Focus,2017,17450,Manual,15116,Petrol,145,41.5,2.0,9,1511.6,medium,medium,medium,Luxury
 Fiesta,2015,9750,Semi-Auto,12000,Petrol,145,47.9,1.6,11,1000.0,medium,medium,medium,Economy
 Fiesta,2017,9695,Manual,21803,Petrol,145,62.8,1.0,9,2180.3,small,high,medium,Economy
 Kuga,2017,15495,Manual,21000,Diesel,125,60.1,2.0,9,2100.0,medium,high,medium,Luxury
 Kuga,2017,16998,Semi-Auto,35245,Diesel,150,54.3,2.0,9,3524.5,medium,medium,medium,Luxury
 Fiesta,2013,4998,Manual,74512,Diesel,0,76.4,1.5,13,5322.285714285715,medium,high,low,Budget
 Fiesta,2017,8498,Manual,22864,Petrol,150,64.2,1.1,9,2286.4,small,high,medium,Budget
 Focus,2019,16798,Manual,13415,Petrol,150,60.1,1.0,7,1676.875,small,high,medium,Luxury
 Fiesta,2016,6298,Manual,69801,Diesel,0,88.3,1.5,10,6345.545454545455,medium,high,low,Budget
 Focus,2018,12298,Manual,27494,Petrol,150,60.1,1.0,8,3054.8888888888887,small,high,medium,Premium
 Fiesta,2018,9998,Manual,12299,Petrol,150,55.4,1.1,8,1366.5555555555557,small,medium,medium,Economy
 Fiesta,2019,9998,Manual,20991,Petrol,150,55.4,1.1,7,2623.875,small,medium,medium,Economy
 Fiesta,2015,6298,Manual,60813,Petrol,0,65.7,1.0,11,5067.75,small,high,low,Budget
 Fiesta,2014,6995,Manual,25000,Petrol,30,54.3,1.2,12,1923.076923076923,small,medium,low,Budget
 Focus,2017,12100,Manual,13579,Diesel,145,74.3,1.5,9,1357.9,medium,high,medium,Premium
 Kuga,2019,21995,Manual,4010,Petrol,145,34.4,1.5,7,501.25,medium,low,medium,Luxury
 Ka+,2018,8995,Manual,16885,Petrol,145,57.7,1.2,8,1876.111111111111,small,medium,medium,Budget
 Fiesta,2015,7995,Manual,59255,Diesel,0,88.3,1.5,11,4937.916666666667,medium,high,low,Budget
 Ka+,2018,8995,Manual,6757,Petrol,150,57.7,1.2,8,750.7777777777778,small,medium,medium,Budget
 KA,2015,5995,Manual,26333,Petrol,30,57.7,1.2,11,2194.4166666666665,small,medium,low,Budget
 EcoSport,2019,15995,Manual,13474,Petrol,150,51.4,1.0,7,1684.25,small,medium,medium,Luxury
 B-MAX,2016,8995,Manual,19995,Petrol,30,55.4,1.0,10,1817.7272727272727,small,medium,low,Budget
 Fiesta,2016,10790,Manual,15666,Petrol,20,62.8,1.0,10,1424.1818181818182,small,high,low,Economy
 Kuga,2019,18990,Manual,2403,Diesel,145,45.6,1.5,7,300.375,medium,medium,medium,Luxury
 Kuga,2019,17990,Manual,7038,Petrol,145,34.4,1.5,7,879.75,medium,low,medium,Luxury
 Ka+,2016,7490,Manual,28020,Petrol,30,57.7,1.2,10,2547.2727272727275,small,medium,low,Budget
 Fiesta,2019,16990,Manual,21322,Petrol,150,40.3,1.5,7,2665.25,medium,medium,medium,Luxury
 C-MAX,2016,13490,Semi-Auto,20240,Diesel,20,67.3,1.5,10,1840.0,medium,high,low,Premium
 Fiesta,2014,6995,Manual,22325,Petrol,30,54.3,1.2,12,1717.3076923076924,small,medium,low,Budget
 EcoSport,2016,10995,Semi-Auto,16430,Petrol,160,44.8,1.5,10,1493.6363636363637,medium,medium,medium,Economy
 Focus,2013,7495,Manual,38537,Diesel,20,67.3,1.6,13,2752.6428571428573,medium,high,low,Budget
 Focus,2014,8495,Manual,46042,Petrol,20,60.1,1.0,12,3541.6923076923076,small,high,low,Budget
 Focus,2019,18990,Manual,8197,Petrol,145,49.6,1.0,7,1024.625,small,medium,medium,Luxury
 Fiesta,2015,8390,Manual,20000,Petrol,0,65.7,1.0,11,1666.6666666666667,small,high,low,Budget
 Fiesta,2017,8700,Manual,11000,Petrol,145,54.3,1.2,9,1100.0,small,medium,medium,Budget
 Fiesta,2017,10200,Manual,23278,Petrol,150,65.7,1.0,9,2327.8,small,high,medium,Economy
 Focus,2016,10000,Manual,39417,Diesel,0,74.3,1.5,10,3583.3636363636365,medium,high,low,Economy
 C-MAX,2016,9300,Manual,40507,Diesel,20,68.9,1.5,10,3682.4545454545455,medium,high,low,Economy
 Ka+,2017,7698,Manual,9271,Petrol,145,57.7,1.2,9,927.1,small,medium,medium,Budget
 C-MAX,2016,9998,Manual,24609,Diesel,20,68.9,1.5,10,2237.181818181818,medium,high,low,Economy
 Focus,2018,17500,Manual,17280,Diesel,145,67.3,2.0,8,1920.0,medium,high,medium,Luxury
 Kuga,2016,13488,Manual,17989,Diesel,125,60.1,2.0,10,1635.3636363636363,medium,high,medium,Premium
 Ka+,2017,7695,Manual,24402,Petrol,145,57.7,1.2,9,2440.2,small,medium,medium,Budget
 Kuga,2018,14490,Manual,54793,Diesel,145,54.3,2.0,8,6088.111111111111,medium,medium,medium,Premium
 Ka+,2017,7995,Manual,9000,Petrol,30,57.7,1.2,9,900.0,small,medium,low,Budget
 Focus,2016,12495,Manual,25661,Petrol,125,51.4,1.5,10,2332.818181818182,medium,medium,medium,Premium
 EcoSport,2017,8998,Manual,45755,Diesel,150,64.2,1.5,9,4575.5,medium,high,medium,Budget
 Kuga,2015,12995,Manual,35383,Diesel,125,60.1,2.0,11,2948.5833333333335,medium,high,medium,Premium
 S-MAX,2016,14995,Semi-Auto,56347,Diesel,150,52.3,2.0,10,5122.454545454545,medium,medium,medium,Premium
 Ka+,2017,8495,Manual,7000,Petrol,150,57.7,1.2,9,700.0,small,medium,medium,Budget
 EcoSport,2018,12995,Manual,13851,Petrol,150,54.3,1.0,8,1539.0,small,medium,medium,Premium
 Fiesta,2013,5995,Manual,46028,Petrol,30,54.3,1.2,13,3287.714285714286,small,medium,low,Budget
 Focus,2019,19995,Manual,1600,Petrol,150,49.6,1.0,7,200.0,small,medium,medium,Luxury
 Focus,2017,10178,Manual,19325,Diesel,0,74.3,1.5,9,1932.5,medium,high,low,Economy
 Focus,2017,11298,Manual,26781,Petrol,145,60.1,1.0,9,2678.1,small,high,medium,Premium
 Fiesta,2019,10498,Manual,20636,Petrol,150,55.4,1.1,7,2579.5,small,medium,medium,Economy
 Kuga,2017,17498,Semi-Auto,28291,Diesel,150,54.3,2.0,9,2829.1,medium,medium,medium,Luxury
 Focus,2017,9698,Manual,42148,Petrol,150,60.1,1.0,9,4214.8,small,high,medium,Economy
 Focus,2017,10498,Manual,22627,Diesel,150,74.3,1.5,9,2262.7,medium,high,medium,Economy
 Fiesta,2018,11498,Manual,37001,Petrol,150,58.9,1.0,8,4111.222222222223,small,medium,medium,Premium
 Focus,2018,19998,Manual,16882,Petrol,145,41.5,2.0,8,1875.7777777777778,medium,medium,medium,Luxury
 Fiesta,2016,8998,Manual,28164,Petrol,0,65.7,1.0,10,2560.3636363636365,small,high,low,Budget
 Fiesta,2016,6998,Manual,60964,Diesel,0,88.3,1.5,10,5542.181818181818,medium,high,low,Budget
 Edge,2017,20250,Automatic,33576,Diesel,160,48.7,2.0,9,3357.6,medium,medium,medium,Luxury
 Focus,2019,17480,Manual,4213,Petrol,145,60.1,1.0,7,526.625,small,high,medium,Luxury
 Focus,2019,17480,Manual,4286,Petrol,145,60.1,1.0,7,535.75,small,high,medium,Luxury
 Kuga,2017,12950,Manual,28608,Diesel,145,54.3,2.0,9,2860.8,medium,medium,medium,Premium
 Focus,2019,14642,Manual,4442,Petrol,145,58.9,1.0,7,555.25,small,medium,medium,Premium
 Focus,2014,6990,Manual,34001,Petrol,20,58.9,1.0,12,2615.4615384615386,small,medium,low,Budget
 Mustang,2017,27890,Semi-Auto,26452,Petrol,580,23.5,5.0,9,2645.2,large,low,high,Luxury
 Focus,2015,8662,Semi-Auto,32407,Petrol,165,44.8,1.6,11,2700.5833333333335,medium,medium,medium,Budget
 Fiesta,2017,9851,Manual,20400,Petrol,150,65.7,1.0,9,2040.0,small,high,medium,Economy
 Kuga,2014,9690,Manual,46660,Diesel,125,60.1,2.0,12,3589.230769230769,medium,high,medium,Economy
 Fiesta,2018,12495,Manual,10561,Petrol,150,56.5,1.0,8,1173.4444444444443,small,medium,medium,Premium
 Tourneo Custom,2016,15995,Manual,49913,Diesel,235,42.2,2.2,10,4537.545454545455,large,medium,high,Luxury
 Kuga,2017,15000,Manual,39148,Diesel,150,64.2,1.5,9,3914.8,medium,high,medium,Premium
 Fiesta,2017,8998,Manual,25221,Diesel,145,85.6,1.5,9,2522.1,medium,high,medium,Budget
 Fiesta,2013,6465,Manual,43500,Diesel,0,76.4,1.5,13,3107.1428571428573,medium,high,low,Budget
 Focus,2017,17695,Manual,7782,Petrol,145,41.5,2.0,9,778.2,medium,medium,medium,Luxury
 Fiesta,2014,7495,Semi-Auto,33800,Petrol,150,47.9,1.6,12,2600.0,medium,medium,medium,Budget
 Fiesta,2014,6498,Manual,40399,Petrol,30,54.3,1.2,12,3107.6153846153848,small,medium,low,Budget
 Grand Tourneo Connect,2017,14698,Manual,14801,Diesel,30,64.2,1.5,9,1480.1,medium,high,low,Premium
 Focus,2018,12000,Manual,11457,Petrol,145,60.1,1.0,8,1273.0,small,high,medium,Premium
 Ka+,2017,7591,Manual,19647,Petrol,145,57.7,1.2,9,1964.7,small,medium,medium,Budget
 Focus,2017,10691,Manual,18899,Petrol,145,60.1,1.0,9,1889.9,small,high,medium,Economy
 Focus,2019,16991,Manual,8735,Petrol,145,60.1,1.0,7,1091.875,small,high,medium,Luxury
 Kuga,2019,18291,Manual,6831,Diesel,145,54.3,1.5,7,853.875,medium,medium,medium,Luxury
 Fiesta,2016,9650,Manual,22083,Petrol,20,62.8,1.0,10,2007.5454545454545,small,high,low,Economy
 Focus,2019,15791,Manual,12624,Petrol,145,58.9,1.0,7,1578.0,small,medium,medium,Luxury
 Focus,2019,16481,Manual,11407,Diesel,145,80.7,1.5,7,1425.875,medium,high,medium,Luxury
 Focus,2018,10491,Manual,30370,Petrol,145,58.9,1.0,8,3374.4444444444443,small,medium,medium,Economy
 Kuga,2017,14810,Manual,14097,Diesel,145,60.1,2.0,9,1409.7,medium,high,medium,Premium
 KA,2013,4990,Manual,35000,Petrol,30,57.7,1.2,13,2500.0,small,medium,low,Budget
 Fiesta,2019,13130,Manual,151,Petrol,145,48.7,1.1,7,18.875,small,medium,medium,Premium
 Fiesta,2019,12490,Manual,960,Petrol,145,48.7,1.1,7,120.0,small,medium,medium,Premium
 Fiesta,2019,13130,Manual,151,Petrol,145,48.7,1.1,7,18.875,small,medium,medium,Premium
 Focus,2018,18991,Manual,20147,Petrol,145,41.5,2.0,8,2238.5555555555557,medium,medium,medium,Luxury
 Grand Tourneo Connect,2019,16930,Manual,15297,Diesel,145,61.4,1.5,7,1912.125,medium,high,medium,Luxury
 Fiesta,2014,6191,Manual,38149,Petrol,30,54.3,1.2,12,2934.5384615384614,small,medium,low,Budget
 Focus,2017,12491,Automatic,27000,Petrol,145,46.3,1.5,9,2700.0,medium,medium,medium,Premium
 EcoSport,2017,9880,Manual,12773,Petrol,125,52.3,1.0,9,1277.3,small,medium,medium,Economy
 Fiesta,2018,11291,Manual,25993,Petrol,145,62.8,1.0,8,2888.1111111111113,small,high,medium,Economy
 Fiesta,2018,9491,Manual,21098,Petrol,145,65.7,1.0,8,2344.222222222222,small,high,medium,Economy
 Fiesta,2019,16400,Manual,4001,Petrol,145,60.1,1.0,7,500.125,small,high,medium,Luxury
 Fiesta,2019,15410,Manual,1710,Petrol,145,60.1,1.0,7,213.75,small,high,medium,Luxury
 Focus,2018,13561,Manual,15071,Petrol,145,57.7,1.0,8,1674.5555555555557,small,medium,medium,Premium
 Fiesta,2018,13191,Manual,11805,Petrol,145,62.8,1.0,8,1311.6666666666667,small,high,medium,Premium
 Ka+,2019,9990,Manual,3285,Petrol,145,47.9,1.2,7,410.625,small,medium,medium,Economy
 Ka+,2019,9990,Manual,1953,Petrol,145,47.9,1.2,7,244.125,small,medium,medium,Economy
 Fiesta,2016,9891,Manual,14038,Petrol,0,65.7,1.0,10,1276.1818181818182,small,high,low,Economy
 Focus,2013,5470,Manual,76081,Diesel,20,67.3,1.6,13,5434.357142857143,medium,high,low,Budget
 Focus,2018,10700,Manual,23738,Petrol,145,60.1,1.0,8,2637.5555555555557,small,high,medium,Economy
 Focus,2019,17280,Manual,7088,Petrol,145,60.1,1.0,7,886.0,small,high,medium,Luxury
 Focus,2019,18490,Manual,11056,Petrol,145,58.9,1.0,7,1382.0,small,medium,medium,Luxury
 Focus,2019,18391,Manual,8636,Petrol,145,58.9,1.0,7,1079.5,small,medium,medium,Luxury
 Focus,2019,15340,Manual,7602,Petrol,145,60.1,1.0,7,950.25,small,high,medium,Luxury
 Focus,2019,15320,Manual,9010,Petrol,145,60.1,1.0,7,1126.25,small,high,medium,Luxury
 Fiesta,2018,10191,Manual,11462,Petrol,145,65.7,1.0,8,1273.5555555555557,small,high,medium,Economy
 Kuga,2019,18390,Automatic,23796,Diesel,145,47.9,2.0,7,2974.5,medium,medium,medium,Luxury
 Kuga,2019,19800,Manual,8089,Diesel,145,47.9,2.0,7,1011.125,medium,medium,medium,Luxury
 Focus,2019,15510,Manual,4198,Petrol,145,60.1,1.0,7,524.75,small,high,medium,Luxury
 Mondeo,2019,23590,Automatic,6378,Diesel,145,49.6,2.0,7,797.25,medium,medium,medium,Luxury
 Focus,2018,11860,Manual,23769,Diesel,145,74.3,1.5,8,2641.0,medium,high,medium,Premium
 Focus,2018,19427,Manual,21863,Petrol,145,41.5,2.0,8,2429.222222222222,medium,medium,medium,Luxury
 Fiesta,2018,11200,Manual,11741,Petrol,145,65.7,1.0,8,1304.5555555555557,small,high,medium,Economy
 Ka+,2018,7600,Manual,10693,Petrol,145,57.7,1.2,8,1188.111111111111,small,medium,medium,Budget
 Fiesta,2018,11260,Manual,7891,Petrol,145,65.7,1.0,8,876.7777777777778,small,high,medium,Economy
 Kuga,2018,17200,Manual,16786,Diesel,145,60.1,2.0,8,1865.111111111111,medium,high,medium,Luxury
 Focus,2017,17337,Manual,21661,Diesel,145,67.3,2.0,9,2166.1,medium,high,medium,Luxury
 Fiesta,2018,13191,Semi-Auto,6072,Petrol,145,48.7,1.0,8,674.6666666666666,small,medium,medium,Premium
 Grand C-MAX,2019,16750,Manual,15097,Diesel,145,56.5,1.5,7,1887.125,medium,medium,medium,Luxury
 EcoSport,2019,15240,Manual,8601,Petrol,145,53.3,1.0,7,1075.125,small,medium,medium,Premium
 Fiesta,2018,12927,Manual,5829,Petrol,145,58.9,1.0,8,647.6666666666666,small,medium,medium,Premium
 Fiesta,2019,12490,Manual,3327,Petrol,145,48.7,1.1,7,415.875,small,medium,medium,Premium
 Fiesta,2016,6991,Manual,54039,Diesel,0,88.3,1.5,10,4912.636363636364,medium,high,low,Budget
 Focus,2016,10391,Manual,33589,Diesel,0,74.3,1.5,10,3053.5454545454545,medium,high,low,Economy
 Fiesta,2018,10991,Manual,5699,Petrol,145,58.9,1.0,8,633.2222222222222,small,medium,medium,Economy
 Focus,2018,18050,Manual,22727,Petrol,145,41.5,2.0,8,2525.222222222222,medium,medium,medium,Luxury
 Focus,2019,15860,Manual,10916,Diesel,145,74.3,1.5,7,1364.5,medium,high,medium,Luxury
 Kuga,2019,21770,Manual,14782,Diesel,145,47.9,2.0,7,1847.75,medium,medium,medium,Luxury
 Focus,2019,15460,Manual,7170,Petrol,145,60.1,1.0,7,896.25,small,high,medium,Luxury
 Focus,2019,15300,Manual,6541,Petrol,145,60.1,1.0,7,817.625,small,high,medium,Luxury
 Fiesta,2019,12790,Manual,10147,Petrol,145,58.9,1.0,7,1268.375,small,medium,medium,Premium
 Fiesta,2019,13200,Manual,6995,Petrol,145,58.9,1.0,7,874.375,small,medium,medium,Premium
 Fiesta,2019,14140,Automatic,4471,Petrol,145,48.7,1.0,7,558.875,small,medium,medium,Premium
 Kuga,2017,12520,Manual,11443,Diesel,145,64.2,1.5,9,1144.3,medium,high,medium,Premium
 Fiesta,2017,10410,Manual,17188,Petrol,145,62.8,1.0,9,1718.8,small,high,medium,Economy
 Kuga,2017,13490,Manual,38121,Diesel,150,60.1,2.0,9,3812.1,medium,high,medium,Premium
 Fiesta,2017,9390,Manual,13200,Petrol,150,65.7,1.0,9,1320.0,small,high,medium,Economy
 Focus,2018,11680,Manual,12500,Petrol,150,60.1,1.0,8,1388.888888888889,small,high,medium,Premium
 Focus,2018,12000,Manual,11300,Petrol,150,60.1,1.0,8,1255.5555555555557,small,high,medium,Premium
 Kuga,2017,16590,Manual,6419,Petrol,160,45.6,1.5,9,641.9,medium,medium,medium,Luxury
 S-MAX,2017,14090,Manual,50668,Diesel,145,56.5,2.0,9,5066.8,medium,medium,medium,Premium
 EcoSport,2018,12847,Manual,12467,Petrol,145,54.3,1.0,8,1385.2222222222222,small,medium,medium,Premium
 Kuga,2017,12191,Manual,26251,Diesel,145,64.2,1.5,9,2625.1,medium,high,medium,Premium
 Fiesta,2019,13060,Manual,2016,Petrol,145,48.7,1.1,7,252.0,small,medium,medium,Premium
 Focus,2017,10200,Manual,31586,Diesel,145,74.3,1.5,9,3158.6,medium,high,medium,Economy
 Fiesta,2019,15370,Manual,5001,Petrol,145,60.1,1.0,7,625.125,small,high,medium,Luxury
 Ka+,2019,9990,Manual,1581,Petrol,145,47.9,1.2,7,197.625,small,medium,medium,Economy
 Focus,2018,19900,Manual,9196,Petrol,145,41.5,2.0,8,1021.7777777777778,medium,medium,medium,Luxury
 Fiesta,2015,7691,Manual,28367,Petrol,0,65.7,1.0,11,2363.9166666666665,small,high,low,Budget
 Focus,2017,19100,Manual,7131,Petrol,145,41.5,2.0,9,713.1,medium,medium,medium,Luxury
 Fiesta,2016,7691,Manual,22822,Petrol,125,54.3,1.2,10,2074.7272727272725,small,medium,medium,Budget
 EcoSport,2018,13091,Manual,8169,Petrol,145,53.3,1.0,8,907.6666666666666,small,medium,medium,Premium
 Focus,2019,17480,Manual,1350,Petrol,145,60.1,1.0,7,168.75,small,high,medium,Luxury
 Fiesta,2019,12490,Manual,2623,Petrol,145,48.7,1.1,7,327.875,small,medium,medium,Premium
 Focus,2019,17330,Manual,3523,Petrol,145,60.1,1.0,7,440.375,small,high,medium,Luxury
 Focus,2019,17480,Manual,8469,Petrol,145,60.1,1.0,7,1058.625,small,high,medium,Luxury
 Fiesta,2019,12490,Manual,2583,Petrol,145,48.7,1.1,7,322.875,small,medium,medium,Premium
 Focus,2019,17280,Manual,5001,Petrol,145,60.1,1.0,7,625.125,small,high,medium,Luxury
 Focus,2019,17480,Manual,3284,Petrol,145,60.1,1.0,7,410.5,small,high,medium,Luxury
 Ka+,2017,7500,Manual,4549,Petrol,145,57.7,1.2,9,454.9,small,medium,medium,Budget
 Fiesta,2014,6590,Manual,36886,Petrol,0,65.7,1.0,12,2837.3846153846152,small,high,low,Budget
 EcoSport,2019,15740,Manual,5824,Petrol,145,51.4,1.0,7,728.0,small,medium,medium,Luxury
 Focus,2018,10990,Manual,15302,Petrol,150,60.1,1.0,8,1700.2222222222222,small,high,medium,Economy
 Kuga,2017,16570,Semi-Auto,19876,Diesel,150,54.3,2.0,9,1987.6,medium,medium,medium,Luxury
 Fiesta,2017,9590,Manual,19605,Petrol,150,65.7,1.0,9,1960.5,small,high,medium,Economy
 Fiesta,2018,10731,Manual,4026,Petrol,145,65.7,1.0,8,447.3333333333333,small,high,medium,Economy
 Fiesta,2019,14177,Manual,8043,Petrol,145,58.9,1.0,7,1005.375,small,medium,medium,Premium
 Fiesta,2019,14467,Manual,4126,Petrol,145,58.9,1.0,7,515.75,small,medium,medium,Premium
 EcoSport,2019,14791,Manual,7716,Petrol,145,54.3,1.0,7,964.5,small,medium,medium,Premium
 Fiesta,2019,13130,Manual,151,Petrol,145,48.7,1.1,7,18.875,small,medium,medium,Premium
 Focus,2014,5298,Manual,90391,Diesel,20,67.3,1.6,12,6953.153846153846,medium,high,low,Budget
 Focus,2018,15498,Manual,35090,Diesel,145,67.3,2.0,8,3898.8888888888887,medium,high,medium,Luxury
 Fiesta,2017,11498,Manual,13430,Petrol,20,62.8,1.0,9,1343.0,small,high,low,Premium
 EcoSport,2017,10498,Manual,6245,Petrol,125,53.3,1.0,9,624.5,small,medium,medium,Economy
 Focus,2017,9998,Manual,37583,Petrol,150,61.4,1.0,9,3758.3,small,high,medium,Economy
 B-MAX,2017,9698,Manual,16981,Petrol,150,55.4,1.0,9,1698.1,small,medium,medium,Economy
 Fiesta,2016,8998,Manual,27446,Petrol,0,65.7,1.0,10,2495.090909090909,small,high,low,Budget
 Fiesta,2017,10698,Manual,22660,Petrol,150,65.7,1.0,9,2266.0,small,high,medium,Economy
 Fiesta,2014,6998,Manual,32677,Diesel,0,76.4,1.5,12,2513.6153846153848,medium,high,low,Budget
 KA,2015,4498,Manual,55346,Petrol,30,57.7,1.2,11,4612.166666666667,small,medium,low,Budget
 C-MAX,2016,8498,Manual,47835,Diesel,20,68.9,1.5,10,4348.636363636364,medium,high,low,Budget
 EcoSport,2017,10798,Manual,9361,Petrol,125,53.3,1.0,9,936.1,small,medium,medium,Economy
 Focus,2015,7798,Manual,43287,Diesel,0,74.3,1.5,11,3607.25,medium,high,low,Budget
 EcoSport,2017,9998,Manual,9625,Petrol,125,53.3,1.0,9,962.5,small,medium,medium,Economy
 Kuga,2019,19498,Manual,9341,Petrol,145,39.2,1.5,7,1167.625,medium,low,medium,Luxury
 EcoSport,2017,9998,Manual,23259,Petrol,145,53.3,1.0,9,2325.9,small,medium,medium,Economy
 Focus,2017,9998,Manual,34025,Petrol,20,60.1,1.0,9,3402.5,small,high,low,Economy
 Kuga,2017,14698,Automatic,3379,Petrol,235,38.2,1.5,9,337.9,medium,low,high,Premium
 Grand C-MAX,2017,10998,Manual,12360,Diesel,30,64.2,1.5,9,1236.0,medium,high,low,Economy
 Kuga,2018,16498,Manual,15645,Diesel,145,64.2,1.5,8,1738.3333333333333,medium,high,medium,Luxury
 EcoSport,2017,9620,Manual,22431,Petrol,145,53.3,1.0,9,2243.1,small,medium,medium,Economy
 Fiesta,2017,8291,Manual,24450,Petrol,145,64.2,1.1,9,2445.0,small,high,medium,Budget
 Focus,2019,15530,Manual,6857,Petrol,145,60.1,1.0,7,857.125,small,high,medium,Luxury
 Ka+,2018,6991,Manual,21105,Petrol,145,57.7,1.2,8,2345.0,small,medium,medium,Budget
 Focus,2017,11291,Manual,17904,Diesel,0,74.3,1.5,9,1790.4,medium,high,low,Economy
 C-MAX,2017,9850,Manual,23701,Petrol,30,55.4,1.0,9,2370.1,small,medium,low,Economy
 Fiesta,2015,6970,Manual,21309,Petrol,125,54.3,1.2,11,1775.75,small,medium,medium,Budget
 Focus,2017,13350,Automatic,19167,Petrol,145,46.3,1.5,9,1916.7,medium,medium,medium,Premium
 Focus,2019,15690,Manual,12998,Petrol,145,60.1,1.0,7,1624.75,small,high,medium,Luxury
 Focus,2016,16442,Manual,13400,Petrol,200,41.5,2.0,10,1218.1818181818182,medium,medium,high,Luxury
 Fiesta,2014,5295,Manual,58680,Petrol,30,54.3,1.2,12,4513.846153846154,small,medium,low,Budget
 Focus,2019,18500,Automatic,3600,Petrol,145,42.8,1.0,7,450.0,small,medium,medium,Luxury
 Fiesta,2013,5995,Manual,26700,Petrol,30,54.3,1.2,13,1907.142857142857,small,medium,low,Budget
 Fiesta,2015,8499,Manual,13964,Petrol,0,65.7,1.0,11,1163.6666666666667,small,high,low,Budget
 Fiesta,2019,10298,Manual,14422,Petrol,145,55.4,1.1,7,1802.75,small,medium,medium,Economy
 Kuga,2017,12898,Manual,24388,Diesel,150,64.2,1.5,9,2438.8,medium,high,medium,Premium
 Fiesta,2017,7798,Manual,32039,Petrol,125,54.3,1.2,9,3203.9,small,medium,medium,Budget
 Fiesta,2017,10498,Manual,23992,Petrol,20,62.8,1.0,9,2399.2,small,high,low,Economy
 Fiesta,2017,8298,Manual,23091,Petrol,125,54.3,1.2,9,2309.1,small,medium,medium,Budget
 Mondeo,2017,11298,Manual,58827,Petrol,145,48.7,1.5,9,5882.7,medium,medium,medium,Premium
 Fiesta,2017,9490,Manual,8062,Petrol,145,65.7,1.0,9,806.2,small,high,medium,Economy
 Fiesta,2018,9730,Manual,7305,Petrol,145,65.7,1.0,8,811.6666666666666,small,high,medium,Economy
 Puma,2020,20491,Manual,4998,Petrol,145,50.4,1.0,6,714.0,small,medium,medium,Luxury
 EcoSport,2017,9491,Manual,27827,Diesel,145,64.2,1.5,9,2782.7,medium,high,medium,Economy
 Fiesta,2017,13280,Manual,8567,Petrol,145,47.9,1.6,9,856.7,medium,medium,medium,Premium
 Focus,2019,15290,Manual,8811,Petrol,145,60.1,1.0,7,1101.375,small,high,medium,Premium
 Fiesta,2017,10020,Manual,16247,Petrol,145,65.7,1.0,9,1624.7,small,high,medium,Economy
 Focus,2020,19991,Automatic,4998,Petrol,145,51.4,1.0,6,714.0,small,medium,medium,Luxury
 Fiesta,2018,8691,Manual,34064,Petrol,145,64.2,1.1,8,3784.8888888888887,small,high,medium,Budget
 Kuga,2016,13930,Manual,32398,Diesel,145,54.3,2.0,10,2945.2727272727275,medium,medium,medium,Premium
 Focus,2018,19490,Manual,9196,Diesel,145,67.3,2.0,8,1021.7777777777778,medium,high,medium,Luxury
 Kuga,2017,15991,Manual,20549,Diesel,145,64.2,1.5,9,2054.9,medium,high,medium,Luxury
 Galaxy,2019,26360,Manual,2725,Diesel,145,55.4,2.0,7,340.625,medium,medium,medium,Luxury
 Fiesta,2019,14400,Manual,3398,Petrol,145,58.9,1.0,7,424.75,small,medium,medium,Premium
 Focus,2019,18991,Automatic,2986,Petrol,145,51.4,1.0,7,373.25,small,medium,medium,Luxury
 Fiesta,2017,11617,Semi-Auto,5009,Petrol,145,54.3,1.0,9,500.9,small,medium,medium,Premium
 Edge,2017,22030,Automatic,18810,Diesel,145,47.9,2.0,9,1881.0,medium,medium,medium,Luxury
